Operateur;2G;3G;4G;city
Free;0;1;1;roquebrune-sur-argens
Bouygue;1;1;0;meslières
Orange;0;1;0;meslières
SFR;1;1;0;meslières
Free;0;1;0;meslières
Bouygue;1;1;1;roquebrune-sur-argens
SFR;1;1;1;roquebrune-sur-argens
Orange;0;1;0;enchastrayes
Free;0;1;1;sainte-maxime
Bouygue;1;1;1;ramatuelle
Orange;1;1;0;denney
SFR;1;1;0;denney
SFR;1;1;1;aussois
Bouygue;1;1;1;enchastrayes
SFR;1;1;1;enchastrayes
Free;0;1;1;enchastrayes
Orange;1;1;0;peisey-nancroix
Bouygue;1;1;1;bourg-saint-maurice
SFR;1;1;1;bourg-saint-maurice
Free;0;1;1;bourg-saint-maurice
Bouygue;1;1;0;aussois
Free;0;1;0;aussois
Orange;0;1;0;dannemarie
Bouygue;1;1;0;dannemarie
SFR;1;1;0;dannemarie
Free;0;1;0;dannemarie
Bouygue;1;1;0;roppe
Orange;1;1;1;aussois
Bouygue;1;1;0;bessoncourt
Free;0;1;1;roppe
Bouygue;1;1;1;romelfing
SFR;1;1;1;romelfing
Bouygue;1;1;0;seillans
Orange;1;1;0;seillans
SFR;1;1;1;seillans
Bouygue;1;1;0;bourogne
SFR;0;1;0;ramatuelle
SFR;1;1;1;damprichard
Bouygue;1;1;0;sarralbe
Bouygue;1;1;1;damprichard
SFR;0;1;0;cervières
Bouygue;1;1;0;cervières
Orange;1;1;0;cervières
Free;0;1;1;cervières
Orange;1;1;1;roquebrune-sur-argens
SFR;1;1;0;sarralbe
Orange;1;1;0;anould
Bouygue;1;1;1;étueffont
SFR;1;1;1;étueffont
Orange;1;1;1;fellering
Bouygue;1;1;1;fellering
Free;0;1;1;fellering
SFR;1;1;1;bessoncourt
SFR;1;1;0;fellering
Orange;1;1;0;étueffont
Free;0;1;1;anould
Bouygue;1;1;1;anould
SFR;1;1;1;anould
Bouygue;1;1;1;lorquin
Free;0;1;1;lorquin
SFR;1;1;1;lorquin
Orange;1;0;0;kirchberg
Orange;1;1;0;sainte-marguerite
Bouygue;1;1;1;hambach
Free;0;1;1;hambach
SFR;1;1;1;hambach
Orange;1;1;1;hambach
Orange;1;1;0;sarreguemines
Orange;1;1;1;abbévillers
Free;0;1;0;abbévillers
Bouygue;1;1;1;saint-tropez
SFR;1;1;1;saint-tropez
SFR;1;1;1;abbévillers
Bouygue;1;1;1;abbévillers
Free;0;1;1;kirchberg
Orange;1;1;1;saint-tropez
Bouygue;1;1;0;kirchberg
SFR;1;1;0;kirchberg
Bouygue;1;1;1;fesches-le-châtel
SFR;1;1;1;fesches-le-châtel
SFR;1;1;1;sarreguemines
Free;0;1;1;sarreguemines
Bouygue;1;1;1;sarreguemines
Bouygue;1;1;0;beaucourt
Orange;1;1;1;kruth
SFR;1;1;0;kruth
Free;0;1;0;arvieux
Orange;0;1;0;fessevillers
Bouygue;1;1;0;fessevillers
SFR;1;1;0;fessevillers
Free;0;1;0;fessevillers
Bouygue;1;1;1;sainte-marguerite
SFR;1;1;1;sainte-marguerite
Free;0;1;1;sainte-marguerite
Orange;1;1;0;arvieux
SFR;1;1;1;arvieux
Bouygue;1;1;1;arvieux
Orange;1;1;0;vézelois
SFR;1;1;0;vézelois
SFR;1;1;1;montbouton
Bouygue;1;1;1;montbouton
Free;0;1;1;montbouton
Orange;0;1;0;lafrimbolle
Free;0;1;0;lafrimbolle
SFR;1;1;0;lafrimbolle
Bouygue;1;1;1;bionville
SFR;1;1;1;bionville
Free;0;1;0;bionville
Orange;1;1;0;bionville
Orange;1;1;1;beaucourt
Orange;1;1;1;morvillars
Bouygue;1;1;0;oderen
SFR;1;1;0;oderen
Free;0;1;1;oderen
SFR;1;0;0;morvillars
Orange;1;0;0;fénétrange
Free;0;1;1;fénétrange
Free;0;1;1;mandray
SFR;1;1;1;mandray
Bouygue;1;1;1;mandray
Orange;1;1;1;séez
SFR;1;1;1;sarrebourg
Bouygue;1;1;1;sarrebourg
Free;0;1;1;sarrebourg
Orange;1;1;0;oberstinzel
Bouygue;1;1;1;oberstinzel
SFR;1;1;1;oberstinzel
Orange;0;1;0;sarrebourg
Orange;1;1;1;fayence
Bouygue;1;1;1;jausiers
SFR;1;1;1;jausiers
SFR;1;1;0;saint-germain-le-châtelet
Orange;0;1;0;charmauvillers
Bouygue;1;1;0;charmauvillers
Free;0;1;0;charmauvillers
SFR;1;1;0;charmauvillers
Bouygue;1;1;1;bramans
SFR;0;0;1;bramans
Free;0;1;1;bramans
Orange;1;1;0;bramans
Bouygue;1;1;0;braux
SFR;1;1;0;braux
Free;0;1;0;braux
Orange;0;1;0;braux
Free;0;1;0;ceillac
Bouygue;1;1;1;fraize
Free;0;1;0;fayence
SFR;1;1;1;fraize
Bouygue;1;1;1;peisey-nancroix
SFR;1;1;1;peisey-nancroix
Orange;1;1;1;fraize
Free;0;1;1;fraize
Bouygue;1;1;1;fayence
SFR;1;1;1;fayence
Orange;1;1;1;sarraltroff
Orange;1;1;1;hesse
Free;0;1;1;hesse
SFR;1;1;1;hesse
Orange;1;1;0;keskastel
Bouygue;1;1;0;keskastel
SFR;1;1;0;keskastel
Bouygue;1;1;1;hesse
SFR;1;1;1;rougemont-le-château
SFR;1;0;0;séranon
Bouygue;1;1;0;indevillers
Orange;0;1;0;indevillers
SFR;1;1;0;indevillers
Free;0;1;0;indevillers
Bouygue;1;1;1;rougemont-le-château
Orange;1;1;1;mont
Bouygue;1;1;1;métairies-saint-quirin
SFR;1;1;1;métairies-saint-quirin
SFR;1;1;1;sarraltroff
Orange;1;1;0;ban-sur-meurthe-clefcy
Bouygue;1;1;1;sarraltroff
Bouygue;1;1;1;ban-sur-meurthe-clefcy
Bouygue;1;1;1;chamonix-mont-blanc
SFR;1;1;1;ban-sur-meurthe-clefcy
SFR;1;1;1;chamonix-mont-blanc
Bouygue;1;1;0;saint-paul-sur-ubaye
SFR;1;1;0;saint-paul-sur-ubaye
Free;0;1;0;saint-paul-sur-ubaye
Orange;0;1;0;saint-paul-sur-ubaye
SFR;1;1;1;rémelfing
Bouygue;1;1;1;rémelfing
Orange;1;1;0;kirrberg
Bouygue;1;1;0;kirrberg
SFR;1;1;0;kirrberg
Free;0;1;0;neufgrange
Free;0;1;0;kirrberg
Orange;1;1;0;puget-sur-argens
Bouygue;1;1;1;puget-sur-argens
SFR;1;1;1;puget-sur-argens
SFR;1;1;1;séez
Bouygue;1;1;1;séez
Orange;0;1;0;goumois
Bouygue;1;1;0;goumois
SFR;1;1;0;goumois
Free;0;1;0;goumois
SFR;1;1;1;bagnols-en-forêt
Bouygue;1;1;1;bagnols-en-forêt
Orange;1;1;0;bagnols-en-forêt
Free;0;1;1;bagnols-en-forêt
SFR;1;1;0;château-ville-vieille
Orange;1;1;0;chamonix-mont-blanc
SFR;1;0;0;blies-guersviller
Orange;1;1;0;blies-guersviller
SFR;1;1;0;ban-de-sapt
Free;0;1;0;ban-de-sapt
Orange;0;1;0;fêche-l'église
Orange;1;1;0;ban-de-sapt
Bouygue;1;1;0;ban-de-sapt
Free;0;1;1;chamonix-mont-blanc
Orange;1;1;0;jausiers
Free;0;1;1;jausiers
Orange;1;1;1;larivière
Bouygue;1;1;1;herbitzheim
SFR;1;1;1;herbitzheim
Free;0;1;1;herbitzheim
Bouygue;1;1;1;larivière
SFR;1;1;1;larivière
Free;0;1;1;larivière
SFR;1;1;0;châtas
Free;0;1;0;châtas
Orange;1;1;0;châtas
Bouygue;1;1;0;châtas
Bouygue;1;1;1;ceillac
SFR;1;1;0;ceillac
Orange;1;1;0;ceillac
Orange;1;1;0;grandvillars
Bouygue;1;1;1;grandvillars
SFR;1;1;1;grandvillars
Free;0;1;1;grandvillars
Bouygue;1;1;0;ubraye
SFR;1;1;0;ubraye
Orange;0;1;0;ubraye
Free;0;1;1;ubraye
SFR;1;0;0;valtin
Bouygue;1;1;1;valtin
SFR;1;1;1;saint-quirin
Orange;1;0;0;saint-quirin
Bouygue;1;1;1;saint-quirin
Free;0;1;0;saint-martin-d'entraunes
Orange;0;1;0;saint-martin-d'entraunes
SFR;1;1;0;saint-martin-d'entraunes
SFR;1;1;1;termignon
SFR;1;1;1;montvalezan
Bouygue;1;1;1;montvalezan
Orange;1;1;1;montvalezan
Free;0;1;1;termignon
Free;0;1;1;montvalezan
Bouygue;1;1;0;termignon
Free;0;1;1;petite-fosse
SFR;1;1;1;petite-fosse
Orange;1;1;1;frapelle
Bouygue;1;1;1;petite-fosse
Bouygue;1;1;1;fréjus
Free;0;1;0;grandrupt
Bouygue;1;1;0;grandrupt
Free;0;1;1;puget-sur-argens
SFR;1;1;0;grandrupt
Orange;1;1;0;grandrupt
Orange;1;1;0;herbitzheim
SFR;1;1;0;fréjus
Orange;1;1;0;gœrlingen
Bouygue;1;1;0;gœrlingen
SFR;1;1;0;gœrlingen
Free;0;1;0;gœrlingen
Free;0;1;1;fréjus
Bouygue;1;1;0;masevaux-niederbruck
SFR;1;1;1;réding
Orange;1;1;0;réding
Bouygue;1;1;1;réding
Free;0;1;1;oermingen
Free;0;1;0;réding
Orange;1;1;1;lauw
SFR;1;1;0;lauw
Free;0;1;1;lauw
Orange;1;1;1;sarre-union
Bouygue;1;1;1;sarre-union
Free;0;1;1;sarre-union
SFR;1;1;1;sarre-union
Bouygue;1;1;0;caille
SFR;1;0;0;frauenberg
Orange;1;1;0;frauenberg
Free;0;1;1;frauenberg
Bouygue;1;1;0;frauenberg
Orange;1;1;1;saint-amarin
Bouygue;1;1;1;entrevaux
SFR;1;1;1;entrevaux
Free;0;1;1;entrevaux
Orange;1;1;1;delle
Bouygue;1;1;1;oermingen
SFR;1;1;1;oermingen
Free;0;1;1;bourbach-le-haut
Orange;0;1;0;turquestein-blancrupt
SFR;1;1;0;turquestein-blancrupt
Free;0;1;0;turquestein-blancrupt
SFR;1;1;1;abreschviller
SFR;1;1;1;hilbesheim
Orange;1;1;0;chavannes-sur-l'étang
SFR;1;1;0;chavannes-sur-l'étang
Orange;1;1;1;hilbesheim
Orange;1;1;1;abreschviller
Bouygue;1;1;1;abreschviller
Free;0;1;1;abreschviller
SFR;1;1;0;molines-en-queyras
Bouygue;1;1;1;molines-en-queyras
Free;0;1;1;molines-en-queyras
Orange;1;1;1;fréjus
Bouygue;1;1;0;castellet-lès-sausses
Orange;0;1;0;castellet-lès-sausses
SFR;1;1;0;castellet-lès-sausses
Free;0;1;0;castellet-lès-sausses
Orange;1;1;0;molines-en-queyras
Orange;1;1;1;domfessel
Bouygue;1;1;1;delle
Bouygue;1;1;1;hilbesheim
Bouygue;1;1;1;villaroger
SFR;1;1;1;villaroger
Orange;1;1;1;bertrimoutier
Bouygue;1;1;1;bertrimoutier
SFR;1;1;1;bertrimoutier
Free;0;1;1;delle
Free;0;1;1;bertrimoutier
SFR;1;1;1;delle
Free;0;1;1;tourrettes
Bouygue;1;1;1;montreux-vieux
SFR;1;1;1;montreux-vieux
Orange;1;1;1;eywiller
Bouygue;1;1;1;thal-drulingen
SFR;1;1;1;thal-drulingen
Orange;1;1;1;eschwiller
Bouygue;1;1;1;zetting
SFR;1;1;1;zetting
Free;0;1;0;zetting
SFR;1;1;0;geishouse
Free;0;1;1;moosch
Orange;1;1;1;moosch
Bouygue;1;1;0;moosch
Orange;1;1;1;zetting
Orange;0;1;0;niderviller
SFR;1;1;1;vallorcine
Bouygue;1;1;1;vallorcine
Bouygue;1;1;1;niderviller
SFR;1;1;1;niderviller
Orange;1;1;1;troisfontaines
Free;0;1;0;troisfontaines
SFR;1;1;0;metzeral
Orange;0;1;0;vœllerdingen
Bouygue;1;1;0;vœllerdingen
SFR;0;1;0;vœllerdingen
Free;0;1;0;vœllerdingen
SFR;1;1;1;bonhomme
Orange;1;0;0;bonhomme
SFR;1;1;0;eteimbes
Bouygue;1;1;1;bonhomme
Orange;1;1;0;eteimbes
Bouygue;1;0;0;eteimbes
Bouygue;1;1;0;briançonnet
Free;0;1;0;briançonnet
SFR;1;1;0;briançonnet
Orange;0;1;0;briançonnet
Orange;1;1;0;metzeral
Bouygue;1;1;0;metzeral
Orange;1;1;1;wittring
SFR;1;1;1;troisfontaines
Bouygue;1;1;1;troisfontaines
Bouygue;1;1;1;hirschland
SFR;1;1;1;hirschland
Orange;1;1;0;vallorcine
Orange;1;1;1;faverois
Orange;1;1;0;valdieu-lutran
Orange;1;0;0;hommarting
Orange;0;1;0;montancy
Bouygue;1;1;0;montancy
Free;0;1;0;montancy
SFR;1;1;0;montancy
Free;0;1;1;hommarting
SFR;1;1;0;montauroux
Bouygue;1;1;1;montauroux
Free;0;1;1;montauroux
SFR;1;0;0;willer-sur-thur
Bouygue;1;1;0;willer-sur-thur
Bouygue;1;1;1;berg
Orange;0;1;0;tignes
Orange;1;1;0;berg
SFR;1;1;1;berg
Orange;0;1;0;schalbach
Bouygue;1;1;0;schalbach
SFR;0;1;0;schalbach
Free;0;1;0;schalbach
Bouygue;1;1;1;vieux-lixheim
SFR;1;1;1;vieux-lixheim
Orange;1;1;1;willer-sur-thur
Orange;1;0;0;montauroux
Bouygue;1;1;1;bliesbruck
SFR;1;1;1;bliesbruck
Orange;1;1;0;bliesbruck
Bouygue;1;1;1;tignes
SFR;1;1;1;tignes
Free;0;1;1;tignes
Bouygue;1;1;0;orbey
SFR;1;1;1;orbey
Orange;1;1;1;achen
SFR;1;0;0;saint-raphaël
Bouygue;1;0;0;saint-raphaël
SFR;1;1;0;sainte-foy-tarentaise
Bouygue;1;1;0;daluis
Free;0;1;0;daluis
Orange;0;0;0;daluis
SFR;1;1;0;daluis
SFR;1;1;0;linthal
Orange;1;0;0;linthal
SFR;1;1;0;val d'oronaye
Orange;1;1;1;breitenbach-haut-rhin
Orange;1;1;0;sainte-foy-tarentaise
Orange;1;1;0;val d'oronaye
Bouygue;1;1;1;val d'oronaye
Orange;1;1;1;saint-raphaël
Free;0;1;1;bonhomme
Orange;1;1;0;stosswihr
SFR;1;1;0;stosswihr
Bouygue;1;1;1;etting
SFR;1;1;1;achen
SFR;1;1;1;walscheid
Bouygue;1;1;0;gars
SFR;1;1;0;gars
Free;0;1;0;gars
Orange;0;1;0;gars
Orange;1;1;0;walscheid
Bouygue;1;1;1;walscheid
Bouygue;1;1;0;escragnolles
Orange;1;1;0;entrevaux
SFR;1;1;0;escragnolles
Orange;1;0;0;lanslebourg-mont-cenis
Orange;1;1;0;escragnolles
Bouygue;1;1;0;saint-cézaire-sur-siagne
Free;0;1;1;saint-cézaire-sur-siagne
SFR;1;1;0;saint-cézaire-sur-siagne
Orange;1;1;0;saint-cézaire-sur-siagne
Bouygue;1;1;0;plaine
Free;0;1;0;plaine
Orange;1;0;1;plaine
SFR;1;1;1;plaine
Bouygue;1;1;1;florimont
SFR;1;1;1;florimont
Free;0;1;0;florimont
Bouygue;1;0;0;lusse
Free;0;1;1;lanslevillard
Orange;1;1;1;lanslevillard
Bouygue;1;1;0;lanslevillard
Free;0;1;0;adrets-de-l'estérel
Bouygue;1;1;1;saint-véran
SFR;1;1;0;saint-véran
Bouygue;1;1;1;mas
SFR;1;1;1;lanslevillard
Bouygue;1;0;0;traubach-le-haut
Orange;1;1;1;bourg-bruche
Free;0;1;1;traubach-le-haut
Bouygue;1;1;1;retzwiller
SFR;1;0;1;retzwiller
Free;0;1;0;retzwiller
Bouygue;1;1;1;wœlfling-lès-sarreguemines
SFR;1;1;1;wœlfling-lès-sarreguemines
Free;0;1;1;wœlfling-lès-sarreguemines
Orange;1;1;1;thann
Bouygue;1;1;1;bourg-bruche
SFR;1;1;1;bourg-bruche
Free;0;1;1;rahling
Bouygue;1;1;1;rahling
SFR;1;1;1;rahling
SFR;1;1;0;adrets-de-l'estérel
Bouygue;1;1;1;adrets-de-l'estérel
Orange;1;1;1;adrets-de-l'estérel
Orange;1;1;0;brouviller
Orange;1;1;0;gros-réderching
Bouygue;1;1;1;sainte-marie-aux-mines
SFR;1;1;1;sainte-marie-aux-mines
Bouygue;1;1;1;drulingen
SFR;1;1;1;drulingen
Free;0;1;1;drulingen
Free;0;1;0;grandfontaine
SFR;1;1;1;grandfontaine
Bouygue;1;1;0;grandfontaine
Bouygue;1;0;0;val-d'isère
Orange;1;1;0;diefmatten
Free;0;1;0;diefmatten
Orange;1;1;1;diemeringen
Bouygue;1;0;0;diemeringen
SFR;1;1;0;thann
Bouygue;1;1;1;thann
Free;0;1;1;thann
Bouygue;1;1;0;saint-dalmas-le-selvage
SFR;1;1;0;saint-dalmas-le-selvage
Free;0;1;0;saint-dalmas-le-selvage
Orange;1;1;0;saint-dalmas-le-selvage
Orange;1;0;0;saint-louis
Orange;1;0;0;luttenbach-près-munster
Free;0;1;1;luttenbach-près-munster
SFR;1;1;0;luttenbach-près-munster
Bouygue;1;1;0;luttenbach-près-munster
SFR;1;1;1;val-d'isère
Bouygue;1;0;0;munster
Orange;1;1;1;val-d'isère
Free;0;1;1;guillaumes
Orange;1;1;1;munster
Orange;1;1;0;obergailbach
Bouygue;1;1;0;obergailbach
SFR;1;1;0;obergailbach
Free;0;1;0;obergailbach
Bouygue;1;1;0;aspach-michelbach
Orange;0;0;0;sainte-marie-aux-mines
Orange;0;1;0;burnhaupt-le-haut
SFR;1;1;0;dabo
SFR;1;1;0;saint-vallier-de-thiey
Orange;1;1;0;guillaumes
Bouygue;1;1;1;guillaumes
SFR;1;1;1;guillaumes
Orange;1;1;1;bourscheid
Bouygue;1;1;1;zilling
SFR;0;0;1;zilling
Free;0;1;1;val-d'isère
Orange;1;1;1;saint-vallier-de-thiey
Bouygue;1;1;0;wattwiller
SFR;1;1;0;haselbourg
Free;0;1;0;mas
SFR;1;1;0;mas
Orange;0;1;0;mas
Bouygue;1;1;1;haselbourg
Free;0;1;1;saint-vallier-de-thiey
Bouygue;1;1;1;saint-vallier-de-thiey
Bouygue;1;1;1;saint-louis
SFR;1;1;1;saint-louis
Bouygue;1;1;1;tanneron
SFR;1;1;1;tanneron
Free;0;1;0;sainte-marie-aux-mines
SFR;1;1;1;waldhambach
Bouygue;1;1;1;waldhambach
Orange;1;1;0;tanneron
Bouygue;1;1;1;burnhaupt-le-bas
Free;0;1;1;butten
Orange;1;0;0;henridorff
SFR;1;1;1;fouday
Free;0;1;0;orbey
Orange;1;1;0;fouday
Bouygue;1;1;1;fouday
Bouygue;1;1;1;abriès
Free;0;1;1;abriès
Orange;1;1;0;abriès
SFR;1;1;0;abriès
Bouygue;1;1;1;spéracèdes
Bouygue;1;1;0;mujouls
SFR;1;1;0;mujouls
Free;0;1;0;mujouls
Orange;0;1;0;mujouls
Orange;1;1;0;réchésy
Bouygue;1;1;0;réchésy
SFR;0;1;0;réchésy
Free;0;1;0;réchésy
Bouygue;1;1;1;lapoutroie
Free;0;1;1;lapoutroie
Orange;1;0;0;lapoutroie
SFR;1;1;1;lapoutroie
SFR;1;1;0;aspach-le-bas
Bouygue;1;1;1;mertzen
SFR;1;1;1;mertzen
Free;0;1;1;mertzen
Free;0;1;1;aspach-le-bas
Orange;1;1;0;aspach-le-bas
Orange;1;0;0;schirmeck
Bouygue;1;1;0;croix-sur-roudoule
SFR;1;1;0;croix-sur-roudoule
Orange;0;1;0;croix-sur-roudoule
Free;0;1;0;croix-sur-roudoule
Orange;1;1;1;rohrbach-lès-bitche
Bouygue;1;1;1;rohrbach-lès-bitche
Free;0;1;0;rohrbach-lès-bitche
SFR;1;1;1;rohrbach-lès-bitche
SFR;1;1;1;spéracèdes
Bouygue;1;0;0;sainte-croix-aux-mines
Free;0;1;0;urbeis
Orange;1;1;1;mittelbronn
Orange;1;1;1;dabo
Free;0;1;0;dabo
Bouygue;1;1;1;schirmeck
SFR;1;1;1;schirmeck
Bouygue;1;1;0;buhl
Orange;1;1;0;griesbach-au-val
Bouygue;1;1;1;rothau
SFR;1;1;1;rothau
Free;0;1;1;barembach
Free;0;1;0;fréland
Free;0;1;1;ranrupt
SFR;1;1;1;barembach
Orange;1;1;1;barembach
Bouygue;1;1;1;barembach
SFR;1;1;0;bessans
Bouygue;1;1;0;bessans
Orange;0;1;1;vilsberg
Orange;1;1;1;lautenbach
Free;0;1;1;lautenbach
SFR;1;1;0;lautenbach
Bouygue;1;1;1;puget-théniers
SFR;1;1;1;puget-théniers
Bouygue;1;1;0;lautenbach
SFR;1;0;0;burnhaupt-le-bas
SFR;1;1;1;saint-étienne-de-tinée
Orange;1;1;1;labaroche
Bouygue;1;1;1;labaroche
Free;0;1;1;labaroche
SFR;1;1;1;labaroche
Orange;1;1;0;lutzelbourg
Bouygue;1;1;1;fréland
SFR;1;1;1;fréland
Orange;1;1;0;fréland
Orange;1;1;1;cernay
Bouygue;1;1;1;cernay
Bouygue;1;1;1;dabo
Orange;1;1;1;saint-étienne-de-tinée
Bouygue;1;1;1;saint-étienne-de-tinée
Bouygue;1;1;1;cabris
Orange;1;1;0;cabris
SFR;1;0;0;cabris
Orange;1;1;1;phalsbourg
SFR;1;1;1;phalsbourg
Bouygue;1;1;1;phalsbourg
Bouygue;1;1;1;friesen
SFR;1;1;1;friesen
SFR;0;1;0;peymeinade
SFR;1;1;0;uffholtz
Bouygue;1;1;1;uffholtz
Orange;0;1;0;soultz-haut-rhin
SFR;1;1;1;sainte-croix-aux-mines
Free;0;1;1;sainte-croix-aux-mines
Free;0;1;1;wihr-au-val
Free;0;1;1;phalsbourg
Bouygue;1;1;1;lutzelbourg
Bouygue;1;1;1;petersbach
SFR;1;1;1;petersbach
Orange;1;1;1;peymeinade
Bouygue;1;1;1;peymeinade
Free;0;1;1;peymeinade
Orange;0;1;0;petersbach
SFR;1;1;0;cernay
Orange;1;1;1;guebwiller
Orange;1;1;0;steige
SFR;1;1;1;wihr-au-val
Orange;1;1;0;wihr-au-val
Bouygue;1;1;1;wihr-au-val
Orange;0;1;0;wuenheim
Free;0;1;1;wuenheim
SFR;1;1;0;wuenheim
Orange;1;1;1;seppois-le-bas
SFR;1;1;1;seppois-le-bas
Bouygue;1;1;1;seppois-le-bas
Orange;1;1;0;grasse
Orange;1;0;0;ribeauvillé
Free;0;1;0;lutzelbourg
Free;0;1;0;hinsbourg
Orange;0;1;0;eschbourg
Bouygue;1;1;0;eschbourg
SFR;1;1;0;eschbourg
Free;0;1;0;eschbourg
Orange;0;1;0;hinsbourg
SFR;1;1;0;hinsbourg
Free;0;1;1;grasse
Orange;1;1;0;pfetterhouse
Bouygue;1;1;1;grasse
Free;0;1;1;guebwiller
Bouygue;1;1;1;natzwiller
Orange;1;1;0;natzwiller
SFR;1;1;1;natzwiller
Orange;1;1;1;puget-théniers
Free;0;1;1;puget-théniers
SFR;1;1;0;guebwiller
Bouygue;1;1;1;péone
Orange;1;1;1;péone
Free;0;1;1;péone
Bouygue;1;1;1;osenbach
Free;0;1;1;osenbach
SFR;1;1;1;péone
Bouygue;1;1;1;lutzelhouse
Orange;1;0;0;osenbach
SFR;1;1;1;osenbach
SFR;1;1;1;lutzelhouse
Free;0;1;1;lutzelhouse
Orange;1;1;1;lutzelhouse
SFR;1;0;0;turckheim
Bouygue;1;1;0;guebwiller
Orange;1;1;1;petit-réderching
Orange;0;1;1;kaysersberg vignoble
Orange;1;1;0;bonneval-sur-arc
Bouygue;1;1;1;belmont
Free;0;1;0;beuil
Orange;1;1;1;beuil
Bouygue;1;1;0;caussols
SFR;1;1;0;caussols
Orange;1;1;0;caussols
Free;0;1;0;caussols
Bouygue;1;1;0;soultz-haut-rhin
SFR;1;1;0;soultz-haut-rhin
Orange;1;1;0;auribeau-sur-siagne
Free;0;1;1;auribeau-sur-siagne
Bouygue;1;1;1;mandelieu-la-napoule
SFR;1;1;1;grasse
Orange;1;0;0;haegen
SFR;1;1;0;danne-et-quatre-vents
Orange;1;1;1;danne-et-quatre-vents
Bouygue;1;1;1;rombach-le-franc
SFR;1;1;1;rombach-le-franc
Orange;0;1;0;berrwiller
Orange;0;1;0;wittelsheim
Orange;1;1;1;heimsbrunn
SFR;1;1;0;heimsbrunn
Free;0;1;1;heimsbrunn
Orange;1;1;0;soultzmatt
Bouygue;1;1;0;soultzmatt
Free;0;1;1;soultzmatt
SFR;1;1;1;montbronn
Orange;1;1;0;montbronn
Bouygue;1;1;1;montbronn
Free;0;1;1;wittelsheim
Bouygue;1;1;1;wittelsheim
SFR;1;1;1;wittelsheim
Bouygue;1;1;1;pégomas
Orange;1;1;0;wintzenheim
Bouygue;1;1;1;ormersviller
Orange;1;1;0;ormersviller
SFR;1;1;1;ormersviller
Bouygue;1;1;1;maisonsgoutte
SFR;1;1;1;maisonsgoutte
Orange;1;0;0;petite-pierre
SFR;1;1;0;petite-pierre
SFR;1;1;1;spechbach
Bouygue;1;1;1;spechbach
Free;0;1;1;mandelieu-la-napoule
SFR;1;1;1;mandelieu-la-napoule
Orange;1;1;1;mandelieu-la-napoule
SFR;1;1;1;pégomas
SFR;1;1;0;levoncourt
Free;0;1;0;saint-étienne-de-tinée
Bouygue;1;1;1;siersthal
Orange;1;1;0;siersthal
SFR;1;1;1;siersthal
Bouygue;1;1;1;soucht
SFR;1;1;0;soucht
Orange;1;1;0;levoncourt
Bouygue;1;1;0;levoncourt
Free;0;1;0;levoncourt
Orange;1;1;0;soucht
Free;0;1;1;altkirch
Bouygue;1;1;1;bonneval-sur-arc
Free;0;1;1;bonneval-sur-arc
Orange;1;1;1;altkirch
Free;0;1;0;breitenbach
SFR;1;0;1;bonneval-sur-arc
Orange;1;1;1;lièpvre
Bouygue;1;1;1;lièpvre
SFR;1;1;1;lièpvre
Bouygue;1;1;1;kaysersberg vignoble
SFR;1;1;1;kaysersberg vignoble
Free;0;1;1;kaysersberg vignoble
SFR;1;1;0;westhalten
Orange;1;1;0;wangenbourg-engenthal
Orange;1;1;1;eckartswiller
Bouygue;1;1;1;wangenbourg-engenthal
SFR;1;1;1;wangenbourg-engenthal
SFR;1;1;0;ottersthal
Orange;1;1;1;ottersthal
Orange;1;1;1;issenheim
Bouygue;1;1;0;issenheim
SFR;1;1;0;issenheim
Orange;0;1;0;breitenbach
Orange;1;1;1;ammerschwihr
Bouygue;1;1;1;eckartswiller
SFR;1;1;1;eckartswiller
SFR;1;1;0;breitenbach
Bouygue;1;1;1;beuil
SFR;1;1;1;beuil
Orange;1;1;1;turckheim
SFR;1;1;0;hohwald
Bouygue;1;1;0;hohwald
Orange;1;0;0;hohwald
Bouygue;1;1;0;gréolières
Orange;1;1;0;gréolières
Bouygue;1;1;1;enchenberg
SFR;1;1;1;enchenberg
SFR;1;1;1;niedermorschwihr
Bouygue;1;1;1;niedermorschwihr
Bouygue;1;1;1;turckheim
SFR;1;1;1;altkirch
Bouygue;1;1;1;altkirch
Orange;1;1;1;roquette-sur-siagne
Bouygue;0;1;1;roquette-sur-siagne
SFR;1;1;1;roquette-sur-siagne
Free;0;1;1;roquette-sur-siagne
SFR;1;1;0;cipières
Orange;1;0;0;saverne
Orange;1;1;1;théoule-sur-mer
Bouygue;1;1;1;thannenkirch
SFR;1;1;1;thannenkirch
Bouygue;1;1;1;hottviller
SFR;1;1;1;hottviller
Bouygue;1;1;1;neuve-église
SFR;1;1;1;neuve-église
SFR;1;1;0;théoule-sur-mer
Orange;1;1;1;bollwiller
Bouygue;1;1;1;théoule-sur-mer
Bouygue;1;1;1;feldkirch
Free;0;1;1;feldkirch
Orange;1;1;1;mouans-sartoux
Bouygue;1;1;1;saverne
SFR;1;1;0;saverne
Orange;1;1;1;westhalten
Bouygue;1;1;1;mouans-sartoux
Bouygue;1;1;0;westhalten
SFR;1;1;1;staffelfelden
Bouygue;1;1;1;staffelfelden
Free;0;1;1;staffelfelden
Bouygue;1;1;1;oberhaslach
SFR;1;1;1;oberhaslach
Free;0;1;1;oberhaslach
SFR;1;0;0;gréolières
SFR;1;1;0;illfurth
Orange;1;1;1;illfurth
